1	54.3333333333333	16.8333333333333	161.5	10	13	17
2	335.833333333333	227.25	329.166666666667	20	15	3
3	358.833333333333	268.166666666667	93.9166666666667	7	18	6
4	179.833333333333	191	156.416666666667	8	1	7
5	189.916666666667	41.1666666666667	130	5	16	11
6	273.583333333333	300.5	321.333333333333	14	7	1
7	341	369.166666666667	359.916666666667	3	14	2
8	299.416666666667	324.5	228.166666666667	2	3	14
9	21	92	33.0833333333333	16	11	4
10	102.833333333333	81.8333333333333	45.0833333333333	12	4	13
11	314.583333333333	359	328.75	9	19	20
12	309.666666666667	155.583333333333	44.5	15	12	10
13	197.333333333333	137.75	79.5	18	10	16
14	281.916666666667	295.833333333333	272.916666666667	4	6	5
15	41.1666666666667	211.583333333333	215.833333333333	13	8	12
16	152.75	254.25	242.666666666667	1	17	15
17	120.25	159.25	164.25	11	2	8
18	223.583333333333	181.583333333333	216.333333333333	17	20	19
19	272.25	275.5	284.666666666667	19	5	9
20	138.75	259.916666666667	239.75	6	9	18
