1	52.75	16.8333333333333	165.333333333333	12	13	18
2	227.25	131.5	118.583333333333	15	11	4
3	286.083333333333	226	258.416666666667	8	15	1
4	299.25	248.166666666667	200.75	19	20	17
5	189.916666666667	95.25	41.1666666666667	5	6	16
6	59.5	160.166666666667	177.166666666667	16	5	11
7	74.1666666666667	45.5833333333333	64.6666666666667	4	10	6
8	298	68.5	65.8333333333333	1	12	13
9	314.166666666667	329.25	111.5	3	19	15
10	295.916666666667	295.5	231.416666666667	2	8	5
11	378.666666666667	379.25	302.333333333333	18	3	8
12	340.75	353.166666666667	336.666666666667	17	9	2
13	167.666666666667	224.5	200.083333333333	11	17	3
14	153.5	153.5	187.666666666667	10	2	20
15	108.583333333333	104	78.25	7	4	10
16	178.083333333333	217.333333333333	155.083333333333	20	18	14
17	168.666666666667	142.166666666667	188.916666666667	9	1	12
18	148.083333333333	94.0833333333333	216.333333333333	14	16	19
19	70.3333333333333	138.833333333333	158.833333333333	6	14	7
20	20.5833333333333	144.5	259.916666666667	13	7	9
