1	80.8333333333333	54.3333333333333	127.666666666667	16	10	14
2	328.666666666667	348.25	227.25	14	19	15
3	79.1666666666667	117.583333333333	93.9166666666667	10	12	6
4	248.166666666667	191	200.75	20	1	17
5	130	41.1666666666667	111.75	11	16	10
6	321.333333333333	254.333333333333	213.666666666667	1	15	13
7	146.083333333333	141.583333333333	55	9	13	5
8	203.166666666667	228.166666666667	324.5	18	14	3
9	85.8333333333333	33.0833333333333	189.25	12	4	9
10	302.166666666667	295.5	319.416666666667	3	8	20
11	302.333333333333	379.25	359	8	3	19
12	116.5	331.25	343.166666666667	13	20	18
13	224.5	197.333333333333	167.666666666667	17	18	11
14	175.166666666667	255.333333333333	230.5	7	9	12
15	161.166666666667	108.583333333333	104	2	7	4
16	158.416666666667	202	172.416666666667	4	5	2
17	129.416666666667	120.25	106.583333333333	6	11	16
18	257	154.083333333333	158.083333333333	5	6	7
19	272.25	299.083333333333	290.916666666667	19	17	8
20	244.583333333333	217	206.916666666667	15	2	1
