204 111 20181205 172536 1 9 16 21.000000 1 215.583333 6 67.583333 1199.660893 1188.012889 1 1 416.467916 408.692687 3 1 2 3
204 111 20181205 172536 2 7 20 338.250000 13 141.583333 11 90.833333 416.375472 403.444067 1 0 366.555939 353.070795 3 2 1 3
204 111 20181205 172536 3 18 2 153.166667 6 154.083333 13 36.000000 616.418200 605.628786 1 0 316.516890 306.088906 3 3 1 2
204 111 20181205 172536 4 4 19 299.250000 18 144.083333 9 196.500000 499.844174 489.899127 1 0 349.971586 329.975754 3 2 3 1
204 111 20181205 172536 5 14 9 255.333333 7 175.166667 5 272.916667 616.443862 600.628128 1 0 316.564194 309.534704 3 2 3 1
204 111 20181205 172536 6 20 13 20.583333 3 250.500000 2 217.000000 632.886302 628.917992 1 0 333.155968 321.555269 3 2 3 1
204 111 20181205 172536 7 11 18 378.666667 17 365.583333 12 123.000000 683.041293 672.780884 1 0 233.206488 218.879449 3 2 3 1
204 111 20181205 172536 8 15 14 108.083333 10 78.250000 18 289.833333 532.996184 517.763870 1 0 216.647796 198.146226 3 2 3 1
204 111 20181205 172536 9 5 4 38.166667 12 143.833333 7 210.166667 1066.246204 1050.817562 1 0 216.569265 213.884974 3 2 1 3
204 111 20181205 172536 10 19 7 158.833333 4 91.333333 19 272.250000 666.406235 649.076761 1 0 249.874937 244.004559 3 2 1 3
204 111 20181205 172536 11 1 11 129.583333 9 340.750000 3 266.333333 899.649515 886.083057 1 0 233.223802 216.003159 3 2 1 3
204 111 20181205 172536 12 12 1 369.000000 20 331.250000 14 327.750000 616.297311 603.321075 1 1 233.159802 216.050772 3 1 3 2
204 111 20181205 172536 13 17 3 189.083333 19 227.416667 17 229.416667 516.459754 500.443672 1 0 216.584724 197.342670 3 2 3 1
204 111 20181205 172536 14 10 6 101.333333 16 70.666667 10 75.500000 566.487054 553.149388 1 0 199.862477 191.545876 3 2 1 3
204 111 20181205 172536 15 8 17 210.666667 8 313.916667 4 47.916667 2849.005093 2844.262290 1 0 149.892375 144.501533 3 2 1 3
204 111 20181205 172536 16 13 12 163.000000 11 167.666667 15 290.333333 83.284432 78.541319 1 0 99.892591 96.520068 3 3 2 1
204 111 20181205 172536 17 16 8 163.666667 5 202.000000 16 148.500000 66.617219 56.901583 1 0 116.659978 99.468089 3 3 2 1
