110 111 20181205 163010 1 19 7 158.833333 4 91.333333 19 272.250000 766.399928 755.757374 1 0 716.548241 698.958747 3 2 1 3
110 111 20181205 163010 2 16 8 163.666667 5 202.000000 16 148.500000 433.007129 427.777678 1 0 166.451993 151.892144 3 3 1 2
110 111 20181205 163010 3 1 11 129.583333 9 340.750000 3 266.333333 116.674200 101.696650 1 0 116.483437 104.008689 3 3 1 2
110 111 20181205 163010 4 12 1 369.000000 20 331.250000 14 327.750000 99.873731 91.172820 1 1 116.598761 97.619508 3 1 3 2
110 111 20181205 163010 5 6 15 254.333333 15 254.333333 8 322.416667 99.846524 81.905494 1 0 116.596906 107.608458 3 2 1 3
110 111 20181205 163010 6 14 9 255.333333 7 175.166667 5 272.916667 99.971123 83.800760 1 0 116.616384 101.196398 3 3 2 1
110 111 20181205 163010 7 7 20 338.250000 13 141.583333 11 90.833333 116.618548 97.290542 1 1 99.809422 94.211739 3 1 2 3
110 111 20181205 163010 8 11 18 378.666667 17 365.583333 12 123.000000 99.964321 87.764433 1 0 99.881461 88.048877 3 3 1 2
110 111 20181205 163010 9 10 6 101.333333 16 70.666667 10 75.500000 99.739857 94.632532 1 0 99.848688 89.989284 3 3 1 2
110 111 20181205 163010 10 18 2 153.166667 6 154.083333 13 36.000000 99.918562 86.754346 1 0 116.665852 100.117364 3 3 2 1
110 111 20181205 163010 11 4 19 299.250000 18 144.083333 9 196.500000 99.927838 87.453399 1 0 116.679147 110.209271 3 3 1 2
110 111 20181205 163010 12 20 13 20.583333 3 250.500000 2 217.000000 99.967103 85.896374 1 0 116.566606 103.786390 3 3 1 2
110 111 20181205 163010 13 17 3 189.083333 19 227.416667 17 229.416667 99.819007 84.473224 1 0 99.965557 97.420397 3 3 2 1
110 111 20181205 163010 14 2 5 185.250000 2 342.333333 20 335.833333 99.822408 86.093940 1 1 116.611437 106.786661 3 1 3 2
110 111 20181205 163010 15 5 4 38.166667 12 143.833333 7 210.166667 99.898466 91.217961 1 0 100.053055 91.988125 3 2 3 1
110 111 20181205 163010 16 9 16 21.000000 1 215.583333 6 67.583333 99.995548 96.628899 1 0 133.099326 117.549795 3 2 3 1
110 111 20181205 163010 17 8 17 210.666667 8 313.916667 4 47.916667 99.967413 89.957129 1 1 133.059442 126.967382 3 1 2 3
110 111 20181205 163010 18 15 14 108.083333 10 78.250000 18 289.833333 99.849306 83.884548 1 0 116.602471 103.855027 3 3 2 1
110 111 20181205 163010 19 13 12 163.000000 11 167.666667 15 290.333333 99.857654 92.193111 1 0 133.286379 114.161195 3 3 1 2
110 111 20181205 163010 20 3 10 79.166667 14 322.666667 1 258.416667 99.999258 83.628238 1 0 116.661833 98.611663 3 2 3 1
