201 111 20181205 163820 1 13 12 163.000000 11 167.666667 15 290.333333 483.208806 477.262370 1 1 66.617837 61.617797 3 1 2 3
201 111 20181205 163820 2 3 10 79.166667 14 322.666667 1 258.416667 66.636697 55.099379 1 0 83.315040 73.137182 3 3 1 2
201 111 20181205 163820 3 14 9 255.333333 7 175.166667 5 272.916667 66.674108 49.857252 1 1 66.643499 59.641835 3 1 3 2
201 111 20181205 163820 4 5 4 38.166667 12 143.833333 7 210.166667 49.937948 44.652845 1 0 83.332354 79.344875 3 2 1 3
201 111 20181205 163820 5 20 13 20.583333 3 250.500000 2 217.000000 49.973503 38.722795 1 0 83.230325 65.344948 3 2 1 3
201 111 20181205 163820 6 18 2 153.166667 6 154.083333 13 36.000000 49.881368 33.462735 1 1 83.095523 75.751598 3 1 3 2
201 111 20181205 163820 7 1 11 129.583333 9 340.750000 3 266.333333 49.973813 44.113328 1 0 83.336683 78.997358 3 3 2 1
201 111 20181205 163820 8 17 3 189.083333 19 227.416667 17 229.416667 49.796035 46.844304 1 1 116.583611 106.210970 3 1 2 3
201 111 20181205 163820 9 10 6 101.333333 16 70.666667 10 75.500000 66.440368 57.407709 1 0 83.285668 67.605973 3 3 2 1
201 111 20181205 163820 10 6 15 254.333333 15 254.333333 8 322.416667 83.295562 68.605239 1 0 83.279794 77.967174 3 3 2 1
201 111 20181205 163820 11 2 5 185.250000 2 342.333333 20 335.833333 66.442842 61.929140 1 0 99.821789 87.746501 3 3 1 2
201 111 20181205 163820 12 7 20 338.250000 13 141.583333 11 90.833333 66.623711 55.326007 1 0 83.292779 64.698146 3 2 1 3
201 111 20181205 163820 13 15 14 108.083333 10 78.250000 18 289.833333 66.636079 49.081522 1 0 99.907123 90.993806 3 2 1 3
201 111 20181205 163820 14 19 7 158.833333 4 91.333333 19 272.250000 66.447789 58.387187 1 0 83.315659 75.874961 3 3 2 1
201 111 20181205 163820 15 16 8 163.666667 5 202.000000 16 148.500000 83.268663 67.875267 1 1 99.879297 84.971002 3 1 3 2
201 111 20181205 163820 16 8 17 210.666667 8 313.916667 4 47.916667 66.487054 52.466103 1 1 99.928456 86.043544 3 1 3 2
201 111 20181205 163820 17 9 16 21.000000 1 215.583333 6 67.583333 66.536214 52.766934 1 0 99.969886 94.145266 3 2 1 3
201 111 20181205 163820 18 11 18 378.666667 17 365.583333 12 123.000000 66.530030 60.897719 1 0 83.319678 68.343364 3 3 1 2
201 111 20181205 163820 19 12 1 369.000000 20 331.250000 14 327.750000 66.619692 51.045736 1 0 66.654320 58.291342 3 3 1 2
201 111 20181205 163820 20 4 19 299.250000 18 144.083333 9 196.500000 66.696987 49.341233 1 0 99.948243 89.947236 3 3 1 2
