1 20181104 212756 1 5 12 39.062500 1114.975500
1 20181104 212756 2 4 19 0.000000 79.258874
1 20181104 212756 3 2 20 0.000000 77.165735
1 20181104 212756 4 13 11 0.000000 81.266062
1 20181104 212756 5 16 16 0.000000 56.184562
1 20181104 212756 6 5 4 0.000000 81.684072
1 20181104 212756 7 17 17 0.000000 80.461579
1 20181104 212756 8 3 10 0.000000 98.097748
1 20181104 212756 9 16 8 0.000000 14.635590
1 20181104 212756 10 7 13 0.000000 114.756293
1 20181104 212756 11 6 8 0.000000 15.256730
1 20181104 212756 12 12 20 0.000000 14.902411
1 20181104 212756 13 9 1 0.000000 131.472964
1 20181104 212756 14 14 7 0.000000 132.216539
1 20181104 212756 15 2 2 0.000000 15.139860
1 20181104 212756 16 10 6 0.000000 15.296613
1 20181104 212756 17 19 19 0.000000 15.420285
1 20181104 212756 18 1 11 0.000000 298.974516
1 20181104 212756 19 13 12 0.000000 265.016807
1 20181104 212756 20 10 16 0.000000 281.973092
1 20181104 212756 21 6 15 0.000000 332.033752
1 20181104 212756 22 20 13 0.000000 233.675986
1 20181104 212756 23 12 14 0.000000 465.436609
1 20181104 212756 24 9 6 0.000000 282.733980
1 20181104 212756 25 18 13 0.000000 248.212947
1 20181104 212756 26 16 5 0.000000 232.129474
1 20181104 212756 27 4 9 0.000000 248.372174
1 20181104 212756 28 3 14 0.000000 182.068813
1 20181104 212756 29 12 1 0.000000 198.202992
1 20181104 212756 30 15 14 0.000000 148.843239
1 20181104 212756 31 1 3 0.000000 116.804601
1 20181104 212756 32 7 20 0.000000 98.495351
1 20181104 212756 33 19 7 0.000000 65.156618
1 20181104 212756 34 17 19 0.000000 98.826172
1 20181104 212756 35 20 3 0.000000 82.453617
1 20181104 212756 36 11 12 0.000000 98.002830
1 20181104 212756 37 8 4 0.000000 115.656930
1 20181104 212756 38 8 8 0.000000 98.433516
1 20181104 212756 39 9 16 0.000000 65.353255
1 20181104 212756 40 18 6 0.000000 98.787834
1 20181104 212756 41 5 7 0.000000 65.311207
1 20181104 212756 42 2 5 0.000000 46.715039
1 20181104 212756 43 8 17 0.000000 82.137946
1 20181104 212756 44 17 3 0.000000 68.129679
1 20181104 212756 45 15 18 0.000000 92.371141
1 20181104 212756 46 10 10 0.000000 114.658901
1 20181104 212756 47 20 2 0.000000 98.721979
1 20181104 212756 48 14 5 0.000000 48.662555
1 20181104 212756 49 4 18 0.000000 31.750174
1 20181104 212756 50 13 15 0.000000 82.354680
1 20181104 212756 51 7 11 0.000000 32.628241
1 20181104 212756 52 15 10 0.000000 98.191429
1 20181104 212756 53 18 2 0.000000 164.037824
1 20181104 212756 54 3 1 0.000000 14.924672
1 20181104 212756 55 1 9 0.000000 14.573754
1 20181104 212756 56 19 4 0.000000 48.880526
1 20181104 212756 57 6 15 0.000000 118.277529
1 20181104 212756 58 11 17 0.000000 98.832974
1 20181104 212756 59 14 9 0.000000 99.079699
1 20181104 212756 60 11 18 0.000000 15.355358
