1 111 20181104 212650 1 15 14 108.083333 10 78.250000 18 289.833333 1166.428352 1158.982019 1 0 66.690762 51.485240 3 2 1 3
1 111 20181104 212650 2 6 15 254.333333 15 254.333333 8 322.416667 49.985531 44.734634 1 0 83.415781 62.957933 3 2 3 1
1 111 20181104 212650 3 2 5 185.250000 2 342.333333 20 335.833333 66.734047 63.697488 1 0 83.618520 75.556344 3 2 3 1
1 111 20181104 212650 4 18 2 153.166667 6 154.083333 13 36.000000 50.007791 41.697572 1 0 99.863467 84.859220 3 3 2 1
1 111 20181104 212650 5 5 4 38.166667 12 143.833333 7 210.166667 83.293655 77.716884 1 0 99.986520 87.162601 3 2 1 3
1 111 20181104 212650 6 11 18 378.666667 17 365.583333 12 123.000000 83.176786 79.783744 1 1 99.709952 97.627827 3 1 3 2
1 111 20181104 212650 7 8 17 210.666667 8 313.916667 4 47.916667 99.863158 90.389190 1 0 116.716486 100.442752 3 2 3 1
1 111 20181104 212650 8 17 3 189.083333 19 227.416667 17 229.416667 83.246660 76.204073 1 0 99.906133 85.486235 3 2 3 1
1 111 20181104 212650 9 12 1 369.000000 20 331.250000 14 327.750000 99.909225 86.222698 1 1 116.776776 103.736123 3 1 3 2
1 111 20181104 212650 10 16 8 163.666667 5 202.000000 16 148.500000 99.974771 87.518775 1 1 99.938906 97.141651 3 1 3 2
1 111 20181104 212650 11 20 13 20.583333 3 250.500000 2 217.000000 83.165346 80.913482 1 0 83.504515 74.045697 3 2 1 3
1 111 20181104 212650 12 14 9 255.333333 7 175.166667 5 272.916667 100.070617 82.397540 1 0 100.136471 84.205925 3 2 3 1
1 111 20181104 212650 13 10 6 101.333333 16 70.666667 10 75.500000 83.272322 67.965080 1 0 100.060723 93.036686 3 2 3 1
1 111 20181104 212650 14 13 12 163.000000 11 167.666667 15 290.333333 66.747651 60.911170 1 0 100.131476 86.333693 3 3 2 1
1 111 20181104 212650 15 9 16 21.000000 1 215.583333 6 67.583333 83.318081 70.048326 1 0 116.591577 102.910307 3 2 1 3
1 111 20181104 212650 16 3 10 79.166667 14 322.666667 1 258.416667 100.073399 87.201867 1 0 83.123618 78.826537 3 2 3 1
1 111 20181104 212650 17 4 19 299.250000 18 144.083333 9 196.500000 83.260264 79.284420 1 0 99.774732 96.648202 3 2 3 1
1 111 20181104 212650 18 7 20 338.250000 13 141.583333 11 90.833333 66.541119 64.173932 1 1 99.787653 89.856409 3 1 2 3
1 111 20181104 212650 19 1 11 129.583333 9 340.750000 3 266.333333 83.301694 73.462277 1 0 83.155452 73.994373 3 3 1 2
1 111 20181104 212650 20 19 7 158.833333 4 91.333333 19 272.250000 83.253462 74.206779 1 1 116.517065 100.073283 3 1 2 3
